TagNumber,Make,Year,Expired,TicketProcessing,TicketAll,Insurance,Horsepower,Torque,Length,Width,Weight,EngineSize,ABS,BreakAssist,GPS,CompanyNumber
069-BB,MITSUBISHI,200209,無,0,13,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,28
093-CC,成運,200803,無,32,26,有,279.0KW,193.7kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,28
312-NN,MITSUBISHI,200102,無,0,3,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,28
325-BB,順益,200404,無,0,22,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,28
339-NN,斯堪尼亞,201008,有,1,205,有,228.0kW,158.1kg-m,1220,250,17.0,8867,有,引擎排氣煞車,無,28
361-EE,MITSUBISHI,199810,無,0,3,有,無資料,無資料,1220,250,16.5,11149,無,無,無,28
373-ZZ,SCANIA,200203,無,0,1,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,28
380-W2,MAN,201502,無,0,7,有,294kW,193.8kg-m,1220,250,17.0,10518,有,引擎排氣煞車,無,28
398-NN,MITSUBISHI,200203,無,0,141,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,28
449-V6,成運,200601,無,53,17,有,無資料,無資料,1220,250,17.0,10640,無,無,無,28
502-V6,SCANIA,200301,無,0,4,有,250.0kW,163.2kg-m,1219,250,17.0,10640,無,引擎減速器,無,28
522-AA,福方,200408,無,0,7,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,28
536-V6,順益,200807,無,0,2,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,28
537-HH,富豪,200609,無,0,136,有,317kw,207.4kg-m,1220,250,17.0,12130,有,引擎排氣煞車,無,28
591-WW,順益,200504,無,0,4,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,28
595-WW,斯堪尼亞,201303,無,0,62,有,235.0kW,163.2kg-m,1220,250,17.0,9290,有,引擎排氣煞車,有,28
598-WW,斯堪尼亞,201304,無,0,63,有,235.0kW,163.2kg-m,1220,250,17.0,9290,有,引擎排氣煞車,有,28
668-WW,順益,201010,無,0,4,有,204.5kw(278ps),82kg-m,1205,250,15.5,7545,無,引擎排氣煞車,有,28
772-MM,順益,200702,無,0,11,有,204.5kw(278ps),82kg-m,1199,250,14.8,7545,無,引擎排氣煞車,有,28
781-FF,順益,200401,無,0,17,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,28
798-MM,順益,200705,無,0,3,有,204.5kw(278ps),82kg-m,1199,250,14.8,7545,無,引擎排氣煞車,有,28
880-SS,順益,201104,無,0,4,有,204.5kw(278ps),82kg-m,1207,250,15.5,7545,無,引擎排氣煞車,有,28
A5-213,MITSUBISHI,200204,無,0,4,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,28
A5-790,MITSUBISHI,200302,無,0,9,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,28
Y3-838,VOLVO,200110,無,0,10,有,224kw,131.5kg-m,1220,250,16.5,7284,無,引擎排氣煞車,無,28
251-XX,國瑞,201204,無,0,1,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,56
260-YY,成運,201404,無,0,1,有,250.1kw(340ps),145kg-m,1220,250,17.0,7640,有,無,無,56
578-NN,百盛,200707,無,0,5,有,298kw,200kg-m,1220,250,17.0,10800,有,無,無,56
629-V6,成運,201401,無,0,4,有,250.1kw(340ps),145kg-m,1220,250,17.0,7640,無,引擎減速器,無,56
666-WW,順益,201210,無,0,0,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,56
667-WW,百盛,201301,無,0,3,有,324kw,212kg-m,1219,250,17.0,10824,有,引擎排氣煞車,無,56
678-WW,斯堪尼亞,201209,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,56
690-V6,HYUNDAI,200410,無,0,3,有,無資料,無資料,1220,250,16.5,12920,無,無,無,56
738-TT,順益,201205,無,0,0,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,56
790-WW,百盛,201305,無,0,4,有,324kw,212kg-m,1219,250,17.0,10824,有,引擎排氣煞車,無,56
856-TT,順益,201209,無,0,3,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,56
863-WW,百盛,201206,無,0,0,有,280kw,184kg-m,1219,250,17.0,10800,有,引擎排氣煞車,無,56
945-UU,百盛,201209,無,0,1,有,280kw,184kg-m,1219,250,17.0,10824,有,引擎排氣煞車,無,56
075-V5,順益,201405,無,0,106,有,199kw,80kg-m,1199,250,15.5,7545,有,引擎排氣煞車,有,78
131-RR,順益,201105,無,0,4,有,204.5kw(278ps),82kg-m,1207,250,15.5,7545,無,引擎排氣煞車,無,78
232-DD,順益,201005,無,0,1,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,78
232-NN,國瑞,200404,無,0,3,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,78
315-UU,ISUZU,200704,無,0,6,有,139.7kw(190.0ps),52.3kg-m,737,230,8.7,5193,無,無,無,78
327-FF,MITSUBISHI,200206,無,0,1,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,78
488-LL,順益,200601,無,0,18,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,78
559-VV,斯堪尼亞,201309,無,4,12,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,78
569-EE,順益,201006,無,0,6,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,78
570-TT,順益,201204,無,0,4,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,78
592-WW,順益,201104,無,5,1,有,279.5kw(380ps),175kg-m,1218,250,17.0,12882,無,引擎排氣煞車,有,78
619-W2,富豪,201602,無,2,0,有,338kW,223kg-m,1220,250,17.0,10837,有,引擎減速器引擎排氣煞車,無,78
707-HH,MITSUBISHI,200206,無,0,7,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,78
715-ZZ,斯堪尼亞,201508,無,21,31,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,78
745-SS,斯堪尼亞,201006,無,0,7,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,78
762-TT,順益,201206,無,0,4,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,78
769-SS,斯堪尼亞,201007,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,78
A4-637,MITSUBISHI,200106,無,0,14,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,78
KAA-0198,富豪,201608,無,0,1,有,213kW,122kg-m,1220,250,17.0,7146,有,引擎排氣煞車,無,78
KAA-7211,斯堪尼亞,201508,無,0,0,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,78
088-BB,SCANIA,200301,無,0,5,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,91
233-VV,順益,201206,無,0,2,有,181.7kw(247ps),71kg-m,1120,250,15.5,7545,無,引擎排氣煞車,無,91
317-V7,國瑞,201306,無,0,3,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,91
333-UU,順益,201202,無,0,2,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,91
350-UU,順益,201104,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,91
656-W2,富豪,201603,無,0,0,有,338kW,223kg-m,1220,250,17.0,10837,有,引擎減速器引擎排氣煞車,無,91
657-V6,順益,200502,無,0,2,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,91
693-V9,富豪,201604,無,0,0,有,338kW,223kg-m,1220,250,17.0,10837,有,引擎減速器引擎排氣煞車,無,91
693-WW,順益,201212,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,91
899-NN,順益,200907,無,0,0,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,91
A4-127,SCANIA,200010,有,1,12,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,91
KAA-3523,斯堪尼亞,201605,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,91
KAE-323,VOLVO,200301,無,0,0,有,287kw,200.4kg-m,1219,250,17.0,12130,有,引擎排氣煞車,無,91
KAE-366,富豪,201603,無,0,0,有,338kW,223kg-m,1220,250,17.0,10837,有,引擎減速器引擎排氣煞車,無,91
KAE-373,富豪,201603,無,0,0,有,338kW,223kg-m,1220,250,17.0,10837,有,引擎減速器引擎排氣煞車,無,91
KAH-177,斯堪尼亞,201702,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,91
Y3-408,VOLVO,200004,無,0,2,有,209kw,117.5kg-m,1219,250,16.5,6724,無,引擎排氣煞車,無,91
ZZ-112,SCANIA,199602,無,0,26,有,266.0kW,166.3kg-m,1220,249,16.5,11020,無,引擎排氣煞車,無,91
013-KK,順益,200504,無,0,10,有,176.5kw(240ps),72kg-m,1190,250,14.8,7545,無,引擎排氣煞車,無,111
182-SS,順益,200911,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,111
218-HH,國瑞,200506,無,1,1,有,187.6kw(255.0ps),76.0kg-m,1183,250,14.0,7961,無,引擎排氣煞車,無,111
219-HH,國瑞,200506,無,0,2,有,187.6kw(255.0ps),76.0kg-m,1195,250,14.0,7961,無,引擎排氣煞車,無,111
465-FF,VOLVO,200206,無,0,11,有,287kw,200.4kg-m,1219,250,17.0,12130,有,引擎排氣煞車,無,111
470-FF,VOLVO,200206,無,1,11,有,287kw,200.4kg-m,1219,250,17.0,12130,有,引擎排氣煞車,無,111
780-TT,順益,201206,無,0,4,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,111
LL-522,HINO,199603,無,0,6,有,176.5kw(240.0ps),87.0kg-m,1200,250,15.5,13267,無,無,無,111
Y3-965,MITSUBISHI,200202,無,0,15,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,111
272-HH,TOYOTA,200609,無,0,7,有,107.0kw,40.1kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,185
301-KK,順益,200503,無,0,4,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,有,185
609-V9,MAN,201405,無,0,3,有,294kW,193.8kg-m,1220,250,17.0,10518,有,引擎排氣煞車,有,185
815-V8,斯堪尼亞,201501,無,0,0,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,185
938-ZZ,斯堪尼亞,201510,無,0,2,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,185
KAA-0159,斯堪尼亞,201606,無,0,2,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,有,185
KAA-7239,斯堪尼亞,201511,無,1,2,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,185
KAD-307,斯堪尼亞,201508,無,0,1,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,有,185
KAE-357,成運,200709,無,0,0,有,279.0KW,193.7kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,185
Y3-292,MITSUBISHI,199905,無,0,10,有,無資料,無資料,1220,250,16.5,11149,無,無,無,185
526-V6,順益,201102,無,0,0,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,187
527-V6,順益,201102,無,0,1,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,187
KAA-3606,順益,201102,無,0,0,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,187
KAA-3607,順益,201102,無,0,0,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,187
221-NN,ISUZU,200704,無,0,14,有,139.7kw(190.0ps),52.3kg-m,772,235,8.7,5193,無,無,無,230
377-NN,順益,201101,無,0,19,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,230
378-NN,順益,201103,無,0,25,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,230
379-NN,順益,201103,無,0,1,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,230
380-NN,順益,201103,無,0,1,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,230
381-NN,順益,201103,無,0,0,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,230
382-NN,順益,201103,無,0,2,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,230
383-NN,順益,201103,無,0,5,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,230
385-NN,順益,201103,無,0,1,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,230
386-NN,順益,201103,無,0,0,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,230
559-V6,順益,201505,無,0,0,有,無資料,無資料,1190,250,16.1,7545,無,無,無,230
560-V6,順益,201506,無,0,3,有,無資料,無資料,1190,250,16.1,7545,無,無,無,230
561-V6,順益,201506,無,0,1,有,無資料,無資料,1190,250,16.1,7545,無,無,無,230
562-V6,順益,201506,無,0,0,有,無資料,無資料,1190,250,16.1,7545,無,無,無,230
563-V6,順益,201506,無,0,2,有,無資料,無資料,1190,250,16.1,7545,無,無,無,230
565-V6,順益,201506,無,0,1,有,無資料,無資料,1190,250,16.1,7545,無,無,無,230
566-V6,順益,201506,無,0,1,有,無資料,無資料,1190,250,16.1,7545,無,無,無,230
582-V6,順益,201410,無,0,1,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
583-V6,順益,201410,無,0,0,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
585-V6,順益,201409,無,0,0,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
586-V6,順益,201410,無,0,0,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
589-V6,順益,201410,無,0,0,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
591-V6,順益,201409,無,0,0,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
592-V6,順益,201410,無,0,0,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
595-V6,順益,201410,無,0,0,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
596-V6,順益,201410,無,0,0,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
597-V6,順益,201410,無,0,10,有,無資料,無資料,1197,250,15.5,7545,無,無,無,230
599-V6,國瑞,201601,無,0,1,有,205.94KW(280ps),84kg-m,1212,250,16.0,7684,有,無,無,230
600-V6,國瑞,201601,無,0,0,有,205.94KW(280ps),84kg-m,1212,250,16.0,7684,有,無,無,230
KAE-301,國瑞,201601,無,0,0,有,205.94KW(280ps),84kg-m,1212,250,16.0,7684,有,無,無,230
KAE-302,國瑞,201601,無,0,0,有,205.94KW(280ps),84kg-m,1212,250,16.0,7684,有,無,無,230
KAE-303,國瑞,201601,無,0,0,有,205.94KW(280ps),84kg-m,1212,250,16.0,7684,有,無,無,230
KAE-305,國瑞,201601,無,0,0,有,205.94KW(280ps),84kg-m,1212,250,16.0,7684,有,無,無,230
KAE-306,國瑞,201601,無,0,0,有,205.94KW(280ps),84kg-m,1212,250,16.0,7684,有,無,無,230
KAE-307,國瑞,201601,無,0,0,有,205.94KW(280ps),84kg-m,1212,250,16.0,7684,有,無,無,230
KAE-308,國瑞,201601,無,0,0,有,205.94KW(280ps),84kg-m,1212,250,16.0,7684,有,無,無,230
KAE-309,國瑞,201601,無,0,0,有,205.94KW(280ps),84kg-m,1212,250,0.0,7684,有,無,無,230
KAE-320,台灣宇通,201607,無,0,17,有,147.7kW/2300rpm,76.07/1400kg-m/rpm,840,250,11.5,4461,有,無,無,230
202-V6,順益,201306,無,0,1,有,199kw,80kg-m,1200,250,15.5,7545,有,引擎排氣煞車,無,236
205-V6,國瑞,201305,無,1,4,有,205.9kw(280ps),84kg-m,1220,250,16.0,7684,有,無,無,236
228-V6,福方,200408,無,0,1,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,236
256-V6,順益,200401,無,0,0,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,236
278-V6,TOYOTA,201502,無,0,2,有,110kW/2700rpm,405123.6kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,236
308-V6,斯堪尼亞,201502,無,0,3,有,無資料,無資料,1220,250,17.0,12740,無,無,無,236
335-V6,福方,200505,無,0,1,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,236
339-V6,國瑞,199803,無,0,0,有,176.5kw(240.0ps),87.0kg-m,1210,250,15.5,13267,無,無,無,236
378-V6,百盛,201601,無,0,1,有,無資料,無資料,1219,250,17.0,10824,無,無,無,236
572-LL,順益,200703,無,0,24,有,204.5kw(278ps),82kg-m,1220,250,14.8,7545,無,引擎排氣煞車,無,236
660-CC,順益,200910,無,0,2,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,236
660-WW,國瑞,201212,無,0,2,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,236
661-CC,順益,200910,無,0,4,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,236
777-WW,順益,201212,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,236
805-GG,國瑞,200407,無,0,10,有,187.6kw(255.0ps),76.0kg-m,1188,250,14.0,7961,無,引擎排氣煞車,無,236
822-QQ,國瑞,200701,無,0,3,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,236
867-WW,百盛,201206,無,0,3,有,280kw,184kg-m,1219,250,17.0,10800,有,引擎排氣煞車,無,236
882-RR,順益,201001,無,0,2,有,204.5kw(278ps),82kg-m,1197,250,15.5,7545,無,引擎排氣煞車,無,236
911-EE,國瑞,200908,無,0,7,有,171.4kw(233.0ps),70.0kg-m,1180,250,14.5,7684,無,引擎排氣煞車,無,236
912-EE,國瑞,200908,無,0,3,有,171.4kw(233.0ps),70.0kg-m,1180,250,14.5,7684,無,引擎排氣煞車,無,236
KAE-866,國瑞,201611,無,0,0,有,無資料,無資料,1220,250,16.0,7684,無,無,無,236
KAE-867,國瑞,201611,無,0,0,有,無資料,無資料,1220,250,16.0,7684,無,無,無,236
KAE-877,百盛,201705,無,0,0,有,324kW,212kg-m,1219,250,17.0,10824,有,引擎排氣煞車,無,236
Y3-856,VOLVO,200205,無,0,3,有,224kw,131.5kg-m,1219,250,16.5,7284,無,引擎排氣煞車,無,236
213-HH,SCANIA,199704,無,1,5,有,266.0kW,166.3kg-m,1220,250,16.5,11020,無,引擎排氣煞車,無,269
236-VV,順益,201210,無,0,2,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,有,269
602-AA,國瑞,200502,無,0,2,有,187.6kw(255.0ps),76.0kg-m,1195,250,14.0,7961,無,引擎排氣煞車,無,269
717-LL,SCANIA,199404,無,0,9,有,無資料,無資料,1220,250,16.5,11020,無,無,無,269
768-SS,順益,200503,無,0,11,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,269
868-QQ,成運,200612,無,0,28,有,250.0KW,19.5kg-m,1220,250,17.0,10640,無,引擎排氣煞車,有,269
068-DD,福方,200401,有,1,17,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,335
202-QQ,順益,200609,無,1,6,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,335
218-RR,百盛,201101,無,0,4,有,287kw,166kg-m,1219,250,17.0,10800,有,無,無,335
238-GG,順益,200304,無,0,20,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,335
253-FF,MAN,200301,無,20,18,有,無資料,無資料,1220,250,17.0,12816,無,無,無,335
287-ZZ,MAN,201501,無,9,1,有,294kW,193.8kg-m,1220,250,17.0,10518,有,引擎排氣煞車,無,335
306-ZZ,MAN,201501,無,0,0,有,294kW,193.8kg-m,1220,250,17.0,10518,有,引擎排氣煞車,無,335
461-FF,MITSUBISHI,200207,無,2,1,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,335
593-V6,斯堪尼亞,201306,無,1,1,有,235.0kW,163.2kg-m,1220,250,17.0,9290,有,引擎排氣煞車,無,335
608-V6,順益,201004,無,0,3,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,335
636-CC,福方,200408,無,0,21,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,有,335
662-V6,順益,200401,無,195,265,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,335
687-MM,順益,200607,無,1,29,有,257.4kw(350ps),145kg-m,1216,250,17.0,11945,無,引擎排氣煞車,有,335
698-MM,順益,200503,無,0,6,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,有,335
698-V6,福方,200409,無,0,21,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,335
709-KK,順益,200504,無,0,6,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,335
761-HH,SCANIA,200107,無,1,16,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,335
797-WW,福方,200406,無,3,150,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,335
798-WW,福方,200404,無,0,6,有,無資料,無資料,1220,250,17.0,10640,無,無,無,335
807-AA,國瑞,200501,無,46,95,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,有,335
810-WW,國瑞,200602,無,146,269,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,有,335
831-FF,順益,200404,無,0,16,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,335
839-WW,順益,200502,無,0,1,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,335
885-MM,順益,200609,無,0,10,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,335
890-HH,VOLVO,199506,無,0,3,有,269kw,179.7kg-m,1220,250,17.0,11978,無,引擎排氣煞車,無,335
KAA-3568,成運,200801,無,0,0,有,279.0KW,193.7kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,335
KAA-3582,富豪,201612,無,0,1,有,213kW,122kg-m,1220,250,17.0,7146,有,引擎排氣煞車,無,335
232-V7,斯堪尼亞,201502,無,1,6,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,342
269-AA,ISUZU,200401,無,0,7,有,130.5kw(175.0hp),47.9kg-m,807,234,8.7,4751,無,無,無,342
286-V6,斯堪尼亞,201403,無,0,3,有,294kw,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,342
883-WW,成運,200606,無,0,177,有,無資料,無資料,1220,250,17.0,10640,無,無,無,342
886-WW,順益,200407,無,1,6,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,342
887-WW,斯堪尼亞,201206,無,0,25,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,342
888-RR,斯堪尼亞,201001,無,0,4,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,342
KAA-7272,富豪,201604,無,1,0,有,338kW,223kg-m,1220,250,17.0,10837,有,引擎減速器引擎排氣煞車,無,342
KAE-829,斯堪尼亞,201502,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,342
KAE-869,斯堪尼亞,201104,無,0,0,有,228.0kW,158.1kg-m,1220,250,17.0,8867,有,引擎排氣煞車,無,342
150-AA,順益,200402,無,0,12,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,有,375
200-HH,順益,200406,無,0,4,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,375
276-SS,成運,201106,無,0,2,有,220.6kw(300PS),115.1kg-m,1190,250,16.0,7640,有,引擎排氣煞車,無,375
312-UU,成運,201108,無,0,5,有,220.6kw(300PS),115.1kg-m,1190,250,16.0,7640,有,引擎排氣煞車,無,375
313-UU,成運,201109,無,0,10,有,220.6kw(300PS),115.1kg-m,1190,250,16.0,7640,有,引擎排氣煞車,無,375
329-LL,順益,200702,無,0,6,有,204.5kw(278ps),82kg-m,1220,250,14.8,7545,無,引擎排氣煞車,無,375
426-MM,VOLVO,200206,無,0,10,有,287kw,200.4kg-m,1220,250,17.0,12130,有,引擎排氣煞車,無,375
459-HH,成運,200609,無,0,11,有,230kw(315BHP),131kg-m,1199,248,17.0,8300,無,引擎減速器,無,375
535-RR,順益,201001,無,0,5,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,375
593-QQ,成運,201008,無,0,7,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,無,375
707-WW,成運,201206,無,0,0,有,220.6kw(300PS),115.1kg-m,1190,250,16.0,7640,有,引擎排氣煞車,無,375
813-V6,成運,201309,無,0,5,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,無,375
848-EE,國瑞,201003,無,0,6,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,375
890-V6,成運,200603,無,0,1,有,264.8kw(360ps),173kg-m,1199,248,17.0,10964,無,引擎減速器,無,375
021-NN,MITSUBISHI,200703,無,0,3,有,110.3kw(150ps),48kg-m,699,202,5.7,4899,無,無,無,389
025-GG,TOYOTA,200405,無,0,4,有,無資料,無資料,699,203,5.29,4104,無,無,無,389
113-V6,TOYOTA,201603,無,0,1,有,110kW/2700rpm,405123.6kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,389
421-DD,TOYOTA,200805,無,0,3,有,110.0kw,40.5kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,389
548-QQ,國瑞,200704,無,0,3,有,193.4kw(263.0ps),81.0kg-m,1210,250,16.0,7684,無,無,無,389
566-WW,TOYOTA,201210,無,1,3,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,389
133-AA,國瑞,200403,無,0,46,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,403
229-BB,國瑞,200501,無,0,14,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,403
231-SS,國瑞,200101,無,0,3,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,403
295-FF,SCANIA,200303,無,0,17,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,403
