TagNumber,Make,Year,Expired,TicketProcessing,TicketAll,Insurance,Horsepower,Torque,Length,Width,Weight,EngineSize,ABS,BreakAssist,GPS,CompanyNumber
628-ZZ,順益,201506,無,0,2,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11534
629-CC,順益,200909,無,0,20,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,11534
629-ZZ,順益,201506,無,1,1,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11534
630-ZZ,順益,201506,無,0,2,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11534
642-EE,TOYOTA,201102,無,0,9,有,110.0kw,40.5kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,11534
643-EE,TOYOTA,201102,無,0,9,有,110.0kw,40.5kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,11534
645-EE,TOYOTA,201102,無,0,17,有,110.0kw,40.5kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,11534
697-YY,TOYOTA,201407,無,0,1,有,無資料,無資料,699,203,5.44,4009,無,無,有,11534
698-YY,TOYOTA,201407,無,0,1,有,無資料,無資料,699,203,5.44,4009,無,無,有,11534
699-YY,TOYOTA,201407,無,0,1,有,無資料,無資料,699,204,5.44,4009,無,無,有,11534
709-ZZ,昇鋒金旅,201511,無,0,1,有,147.7kW/2300rpm,76.07kg-m/1400rpm,850,250,11.6,4462,有,無,有,11534
710-ZZ,昇鋒金旅,201511,無,1,3,有,147.7kW/2300rpm,76.07kg-m/1400rpm,850,250,11.6,4462,有,無,有,11534
730-YY,順益,201409,無,0,4,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11534
882-TT,順益,201206,無,0,20,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,11534
883-TT,順益,201207,無,0,4,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,11534
893-EE,昇鋒金旅,201501,無,0,0,有,162kW/2400rpm,86.7kg-m/1300~1800rpm,850,250,11.6,4580,有,引擎排氣煞車,有,11534
929-ZZ,ISUZU,201502,無,0,0,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
930-ZZ,ISUZU,201502,無,0,1,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
931-ZZ,ISUZU,201502,無,0,2,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
968-ZZ,順益,201601,無,0,0,有,199kW,80kg-m,1220,250,16.1,7545,有,引擎排氣煞車,有,11534
969-ZZ,順益,201601,無,0,1,有,199kW,80kg-m,1220,250,16.1,7545,有,引擎排氣煞車,有,11534
970-ZZ,順益,201601,無,0,6,有,199kW,80kg-m,1220,250,16.1,7545,有,引擎排氣煞車,有,11534
971-ZZ,順益,201601,無,0,1,有,199kW,80kg-m,1220,250,16.1,7545,有,引擎排氣煞車,有,11534
972-ZZ,昇鋒金旅,201604,無,0,0,有,162kW/2400rpm,86.7kg-m/1300~1800rpm,850,250,11.6,4580,有,引擎排氣煞車,有,11534
975-ZZ,昇鋒金旅,201604,無,0,1,有,162kW/2400rpm,86.7kg-m/1300~1800rpm,850,250,11.6,4580,有,引擎排氣煞車,有,11534
976-ZZ,昇鋒金旅,201604,無,0,0,有,162kW/2400rpm,86.7kg-m/1300~1800rpm,850,250,11.6,4580,有,引擎排氣煞車,有,11534
978-ZZ,ISUZU,201503,無,1,1,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
979-ZZ,ISUZU,201502,無,0,1,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
980-ZZ,ISUZU,201505,無,0,2,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
981-ZZ,ISUZU,201502,無,0,0,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
KAA-0172,ISUZU,201503,無,0,1,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
KAA-0173,ISUZU,201502,無,0,0,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
KAA-0305,ISUZU,201502,無,0,0,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,無,11534
KAA-0307,昇鋒金旅,201701,無,1,0,有,147.7kW/2300rpm,76.07kg-m/1400rpm,850,250,11.6,4461,有,無,有,11534
KAA-0308,昇鋒金旅,201701,無,0,0,有,147.7kW/2300rpm,76.07kg-m/1400rpm,850,250,11.6,4461,有,無,有,11534
KAA-0309,昇鋒金旅,201701,無,0,1,有,147.7kW/2300rpm,76.07kg-m/1400rpm,850,250,11.6,4461,有,無,有,11534
KAA-0381,ISUZU,201505,無,0,0,有,139.75kW(190ps),52.3kg-m,758,235,8.5,5193,有,引擎排氣煞車,有,11534
033-VV,斯堪尼亞,201107,無,0,6,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,11577
082-UU,百盛,201302,無,0,8,有,324kw,212kg-m,1219,250,17.0,10824,有,引擎排氣煞車,有,11577
083-RR,成運,200609,無,0,12,有,264.8kw(360ps),173kg-m,1199,248,17.0,10964,無,引擎減速器,有,11577
093-RR,斯堪尼亞,201107,無,0,5,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,11577
192-V5,斯堪尼亞,201507,無,0,0,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,11577
223-W2,富豪,201412,無,0,1,有,無資料,無資料,1220,250,17.0,7146,無,無,有,11577
275-XX,順益,201206,無,0,4,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11577
293-RR,斯堪尼亞,201206,無,0,3,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,11577
303-W2,斯堪尼亞,201502,無,0,0,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,11577
358-W2,斯堪尼亞,201504,無,0,4,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,11577
375-WW,斯堪尼亞,201307,無,0,4,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,11577
378-KK,成運,200605,無,0,22,有,無資料,無資料,1220,250,17.0,10640,無,無,有,11577
389-W2,斯堪尼亞,201507,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,11577
506-W2,斯堪尼亞,201508,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,11577
507-W2,斯堪尼亞,201508,無,0,1,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,11577
585-W2,斯堪尼亞,201509,無,0,0,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,11577
603-XX,斯堪尼亞,201206,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,11577
607-XX,斯堪尼亞,201206,無,0,1,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,11577
613-XX,斯堪尼亞,201205,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,11577
615-XX,斯堪尼亞,201205,無,0,50,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,11577
617-DD,國瑞,200806,無,0,8,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,有,無,有,11577
679-BB,成運,200607,無,0,10,有,無資料,無資料,1220,250,17.0,10640,無,無,有,11577
696-GG,福方,200501,無,0,9,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,11577
726-W2,斯堪尼亞,201608,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,11577
735-W2,斯堪尼亞,201608,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,11577
736-W2,斯堪尼亞,201609,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,11577
780-W2,斯堪尼亞,201612,無,0,1,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,11577
789-W2,斯堪尼亞,201612,無,0,0,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,11577
796-FF,順益,200402,無,0,11,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,有,11577
805-MM,富豪,200602,無,0,19,有,224kw,131.5kg-m,1220,250,16.5,7284,有,引擎排氣煞車,有,11577
851-RR,順益,200911,無,0,16,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,有,11577
852-RR,順益,200911,無,0,6,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,有,11577
957-UU,斯堪尼亞,201108,無,0,11,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,有,11577
9U-068,SCANIA,200202,無,0,40,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,有,11577
KAA-7252,斯堪尼亞,201510,無,0,2,有,298.4kW(400HP),214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,11577
KAA-7299,斯堪尼亞,201604,無,0,1,有,298.4kW(400HP),214.1kg-m,1220,250,17.0,12742,有,引擎排氣煞車,無,11577
Y3-455,SCANIA,200010,無,0,4,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,11577
Y3-916,VOLVO,200207,無,0,5,有,287kw,200.4kg-m,1216,250,17.0,12130,有,引擎排氣煞車,無,11577
Z5-576,順益,200504,無,0,13,有,176.5kw(240ps),72kg-m,1199,250,14.8,7545,無,引擎排氣煞車,有,11577
Z5-900,SCANIA,199303,無,0,9,有,蒐集中,蒐集中,1220,248,16.5,11020,蒐集中,蒐集中,蒐集中,11577
009-RR,順益,201103,無,0,7,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11584
080-YY,順益,201401,無,0,3,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
081-YY,順益,201401,無,0,7,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
115-WW,順益,201212,無,0,0,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,11584
176-ZZ,順益,201503,無,1,6,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
177-ZZ,順益,201503,無,0,2,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
178-ZZ,順益,201503,無,0,0,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
179-ZZ,順益,201503,無,0,6,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
180-ZZ,順益,201503,無,0,3,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
181-ZZ,順益,201503,無,0,2,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
182-ZZ,順益,201503,無,0,1,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
183-ZZ,順益,201503,無,0,3,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
185-ZZ,順益,201503,無,0,1,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
186-ZZ,順益,201503,無,0,5,有,無資料,無資料,1220,250,15.5,7545,無,無,有,11584
213-WW,順益,201304,無,0,6,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
215-WW,順益,201304,無,0,8,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
216-WW,順益,201304,無,0,9,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
241-WW,順益,201304,無,0,1,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
242-WW,順益,201304,無,0,12,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
243-WW,順益,201304,無,0,9,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
286-TT,順益,201201,無,0,4,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11584
287-TT,順益,201201,無,0,11,有,204.5kw(278ps),82kg-m,1215,249,15.5,7545,無,引擎排氣煞車,有,11584
298-WW,順益,201306,無,0,3,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
378-YY,順益,201404,無,0,3,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
379-YY,順益,201404,無,0,6,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,有,11584
382-EE,順益,201008,無,1,17,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,11584
712-TT,順益,201006,無,0,6,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,有,11584
803-YY,順益,201501,無,0,5,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,11584
805-YY,順益,201501,無,0,5,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,11584
817-YY,順益,201501,無,0,0,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,11584
842-TT,順益,201211,無,0,16,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11584
848-TT,順益,201211,無,0,4,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11584
856-YY,順益,201502,無,0,5,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,11584
857-YY,順益,201502,無,0,6,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,11584
858-YY,順益,201502,無,0,6,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,11584
865-YY,順益,201502,無,0,5,有,199kW,80kg-m,1215,249,16.1,7545,有,引擎排氣煞車,有,11584
866-TT,順益,201211,無,0,7,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11584
897-TT,順益,201212,無,0,5,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11584
898-TT,順益,201212,無,0,6,有,204.5kw(278ps),82kg-m,1215,249,15.5,7545,無,引擎排氣煞車,有,11584
KAA-0507,順益,201401,無,0,0,有,199kw,80kg-m,1220,250,15.5,7545,有,引擎排氣煞車,無,11584
262-EE,順益,201006,無,0,0,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,11587
288-LL,順益,200612,無,0,1,有,149.3kw(203ps),60kg-m,1200,250,14.8,7545,無,引擎排氣煞車,無,11587
289-LL,順益,200612,無,0,2,有,149.3kw(203ps),60kg-m,1200,250,14.8,7545,無,引擎排氣煞車,無,11587
299-XX,順益,201206,無,0,3,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,11587
302-V7,國瑞,201304,無,0,2,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,11587
445-V7,順益,201407,無,0,0,有,無資料,無資料,1220,250,15.5,7545,無,無,無,11587
508-LL,順益,200612,無,0,4,有,149.3kw(203ps),60kg-m,1200,250,14.8,7545,無,引擎排氣煞車,無,11587
509-LL,順益,200612,無,0,10,有,149.3kw(203ps),60kg-m,1200,250,14.8,7545,無,引擎排氣煞車,無,11587
541-SS,國瑞,201103,無,0,2,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,11587
693-EE,國瑞,201103,無,0,5,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,11587
780-QQ,順益,200803,無,0,2,有,181.7kw(247ps),71kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,11587
789-QQ,順益,200803,無,0,4,有,181.7kw(247ps),71kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,11587
989-GG,順益,200401,無,0,3,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,11587
KAH-053,國瑞,201601,無,0,2,有,208.88kW(284PS),88kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,11587
057-V5,SCANIA,200209,無,0,1,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,11634
093-V5,斯堪尼亞,201407,無,0,2,有,無資料,無資料,1220,250,17.0,12740,無,無,無,11634
097-V5,斯堪尼亞,201407,無,0,2,有,無資料,無資料,1220,250,17.0,12740,無,無,無,11634
182-HH,順益,200406,無,0,18,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,11634
210-VV,順益,201209,無,0,11,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,11634
211-VV,順益,201209,無,1,7,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,11634
407-DD,TOYOTA,200803,無,0,11,有,110.0kw,40.5kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,11634
531-WW,斯堪尼亞,201308,無,1,4,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,11634
532-WW,斯堪尼亞,201308,無,0,3,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,11634
985-RR,五十鈴,200807,無,0,5,有,220.6kw(300.0ps),100kg-m,1220,250,16.0,7790,無,無,有,11634
9U-587,VOLVO,200201,無,0,4,有,287kw,200.4kg-m,1217,250,17.0,12130,有,引擎排氣煞車,無,11634
Y3-820,MAN,200112,無,0,9,有,無資料,無資料,1220,250,17.0,12816,無,無,無,11634
Y3-976,VOLVO,200207,無,0,6,有,287kw,200.4kg-m,1219,250,23.5,12130,有,引擎排氣煞車,無,11634
188-AA,順益,200404,無,0,7,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,11657
220-GG,MITSUBISHI,200302,無,0,4,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,無,無,11657
251-KK,成運,200510,無,0,22,有,279.5kw(380PS),166kg-m,1220,250,17.0,10800,無,引擎減速器,無,11657
262-XX,國瑞,201205,無,0,3,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,11657
283-TT,斯堪尼亞,201109,無,0,0,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,11657
291-KK,順益,200502,無,0,20,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,11657
357-KK,順益,200603,無,0,15,有,176.5kw(240ps),72kg-m,1200,250,14.8,7545,無,引擎排氣煞車,無,11657
382-V7,國瑞,201402,無,0,14,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,11657
383-V7,國瑞,201401,無,0,10,有,205.9kw(280.0ps),84.0kg-m,1220,250,16.0,7684,有,無,無,11657
389-BB,順益,200601,無,0,6,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,11657
391-V7,斯堪尼亞,201402,無,0,3,有,294.6KW,214.1kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,11657
413-V7,斯堪尼亞,201405,無,0,5,有,無資料,無資料,1220,250,17.0,12740,無,無,無,11657
476-KK,國瑞,200602,無,0,4,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,11657
678-DD,順益,200803,無,0,5,無,181.7kw(247ps),71kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11657
758-DD,順益,200601,無,0,5,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,有,11657
790-CC,成運,200607,無,0,2,有,無資料,無資料,1220,250,17.0,10640,無,無,無,11657
819-NN,成運,200610,無,0,3,有,250.0KW,191.5kg-m,1220,250,17.0,10640,無,引擎排氣煞車,無,11657
891-NN,HYUNDAI,200405,無,0,4,有,無資料,無資料,1220,250,16.5,12920,無,無,無,11657
920-AA,國瑞,200501,無,0,16,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,11657
A5-418,MITSUBISHI,200206,無,0,8,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,11657
A5-910,VOLVO,200301,無,0,4,有,287kw,200.4kg-m,1219,250,17.0,12130,有,引擎排氣煞車,無,11657
KAH-078,成運牌,200605,無,0,0,有,279.5kw(380PS),166kg-m,1220,250,17.0,10800,無,引擎減速器,無,11657
KAH-099,順益,200910,無,1,1,有,204.5kw(278ps),82kg-m,1220,250,15.5,7545,無,引擎排氣煞車,無,11657
Y3-726,MITSUBISHI,200201,無,0,2,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,11657
085-TT,順益,201104,無,0,9,有,204.5kw(278ps),82kg-m,1198,250,15.5,7545,無,引擎排氣煞車,有,11680
208-EE,順益,201007,無,0,31,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11680
211-EE,順益,201007,無,0,14,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,有,11680
218-EE,TOYOTA,201003,無,1,10,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
219-EE,TOYOTA,201003,無,1,8,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
220-EE,TOYOTA,201003,無,1,5,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
221-EE,TOYOTA,201003,無,0,6,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
222-EE,TOYOTA,201003,無,0,3,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
223-EE,TOYOTA,201003,無,1,2,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
225-EE,TOYOTA,201003,無,0,2,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
226-EE,TOYOTA,201003,無,0,4,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
250-TT,TOYOTA,201111,無,0,1,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
251-TT,TOYOTA,201111,無,0,2,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
266-TT,國瑞,201107,無,0,2,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
267-TT,國瑞,201104,無,0,6,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
351-UU,TOYOTA,201206,無,0,3,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
496-YY,TOYOTA,201404,無,0,3,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
501-YY,ISUZU,201401,無,1,13,有,139.7kw(190PS),52.3kg-m,744,230,8.5,5193,有,引擎排氣煞車,有,11680
502-YY,ISUZU,201401,無,0,10,有,139.7kw(190PS),52.3kg-m,744,230,8.5,5193,有,引擎排氣煞車,無,11680
503-YY,ISUZU,201401,無,0,7,有,139.7kw(190PS),52.3kg-m,744,230,8.5,5193,有,引擎排氣煞車,有,11680
505-YY,ISUZU,201401,無,0,1,有,139.7kw(190PS),52.3kg-m,744,230,8.5,5193,有,引擎排氣煞車,無,11680
657-TT,TOYOTA,201206,無,0,3,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,11680
719-TT,國瑞,201203,無,0,6,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,無,11680
720-TT,國瑞,201203,無,1,18,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
761-ZZ,順益,201601,無,0,27,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,11680
762-ZZ,順益,201601,無,0,0,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,11680
763-EE,TOYOTA,201105,無,0,4,有,110.0kw,40.5kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,11680
763-ZZ,順益,201601,無,0,2,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,有,11680
765-EE,TOYOTA,201105,無,0,11,有,110.0kw,40.5kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,11680
769-EE,順益,201104,有,2,16,有,204.5kw(278ps),82kg-m,1198,250,15.5,7545,無,引擎排氣煞車,有,11680
770-EE,順益,201104,無,0,6,有,204.5kw(278ps),82kg-m,1198,250,15.5,7545,無,引擎排氣煞車,有,11680
772-EE,順益,201104,無,0,8,有,204.5kw(278ps),82kg-m,1198,250,15.5,7545,無,引擎排氣煞車,有,11680
773-EE,順益,201104,無,0,8,有,204.5kw(278ps),82kg-m,1198,250,15.5,7545,無,引擎排氣煞車,有,11680
785-TT,國瑞,201204,無,6,11,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
815-TT,國瑞,201204,無,0,30,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
816-TT,國瑞,201204,無,0,4,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
861-DD,百盛,200806,無,0,24,有,183kw,91kg-m,960,250,12.5,5900,有,無,有,11680
903-TT,國瑞,201205,無,0,18,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
905-TT,國瑞,201205,無,0,14,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
906-TT,國瑞,201205,無,0,23,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
907-TT,國瑞,201205,無,0,9,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
911-TT,國瑞,201205,無,0,21,有,171.4kw(233.0ps),70.0kg-m,1086,250,14.5,7684,無,引擎排氣煞車,有,11680
KAA-0100,國瑞,201602,無,0,1,有,無資料,無資料,1220,250,16.0,7684,無,無,有,11680
KAA-0101,國瑞,201602,無,0,0,有,無資料,無資料,1220,250,16.0,7684,無,無,無,11680
KAA-0102,國瑞,201602,無,0,0,有,無資料,無資料,1220,250,16.0,7684,無,無,無,11680
KAA-0103,國瑞,201602,無,0,0,有,無資料,無資料,1220,250,16.0,7684,無,無,無,11680
KAA-0370,ISUZU,201604,無,0,0,有,139.75kW(190ps),52.3kg-m,758,237,8.5,5193,有,引擎排氣煞車,無,11680
013-QQ,順益,200607,無,0,2,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,11695
029-BB,國瑞,200506,無,1,12,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,11695
117-RR,成運,201111,無,0,1,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,無,11695
320-RR,順益,200606,無,0,1,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,11695
